comments_count,attitudes_count,reposts_count,region_name,screen_name,topic_struct,text_raw
0,0,0,咸宁,我爱湖北v,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%93%AA%E5%90%922%E5%85%A8%E7%90%83%E5%BD%B1%E5%8F%B2%E7%A5%A8%E6%88%BF%E7%AC%AC10%23&extparam=%23%E5%93%AA%E5%90%922%E5%85%A8%E7%90%83%E5%BD%B1%E5%8F%B2%E7%A5%A8%E6%88%BF%E7%AC%AC10%23"" data-hide=""""><span class=""surl-text"">#哪吒2全球影史票房第10#</span></a>为了支持哪吒2 必须要去看啊！ ",#哪吒2全球影史票房第10#为了支持哪吒2 必须要去看啊！ 
0,0,0,深圳,柳一颜,"光线传媒这波主力玩的六，高位天量跳水，后市如何？日内最大亏损最高39.85%，成交223.5亿，不少资金追高被埋，谁在砸盘？主力为主，短期位置高位，巨量，后续突破难度较大，支撑留意五日均线，不破暂看高位波段高抛低吸为主，想参与打压五日不破再考虑；消息上，主投的《哪吒之魔童闹海》预估票房160亿 ...<a href=""/status/5135104161351659"">全文</a>",光线传媒这波主力玩的六，高位天量跳水，后市如何？日内最大亏损最高39.85%，成交223.5亿，不少资金追高被埋，谁在砸盘？主力为主，短期位置高位，巨量，后续突破难度较大，支撑留意五日均线，不破暂看高位波段高抛低吸为主，想参与打压五日不破再考虑；消息上，主投的《哪吒之魔童闹海》预估票房160亿 ...全文
0,0,0,天津,雨滴_yu,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%93%AA%E5%90%922%E5%85%A8%E7%90%83%E5%BD%B1%E5%8F%B2%E7%A5%A8%E6%88%BF%E7%AC%AC10%23&extparam=%23%E5%93%AA%E5%90%922%E5%85%A8%E7%90%83%E5%BD%B1%E5%8F%B2%E7%A5%A8%E6%88%BF%E7%AC%AC10%23"" data-hide=""""><span class=""surl-text"">#哪吒2全球影史票房第10#</span></a>厉害厉害！！！恭喜啊<span class=""url-icon""><img alt=[憧憬] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xingxingyan-c64b6a744b.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[憧憬] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xingxingyan-c64b6a744b.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[憧憬] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xingxingyan-c64b6a744b.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[加油] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[加油] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[加油] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_jiayou-a34ced0409.png"" style=""width:1em; height:1em;"" /></span> ",#哪吒2全球影史票房第10#厉害厉害！！！恭喜啊 
0,0,0,东莞,说了别惹晴晴子,又下班惹，吃个麦麦去看哪吒 ,又下班惹，吃个麦麦去看哪吒 
0,0,0,晋城,屿晞吖,"<a  href=""https://m.weibo.cn/p/index?extparam=%E5%93%AA%E5%90%92%E4%B9%8B%E9%AD%94%E7%AB%A5%E9%97%B9%E6%B5%B7&containerid=100808d4471af8bc6e33f41fa5086c23a9f9df"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://n.sinaimg.cn/photo/5213b46e/20180926/timeline_card_small_super_default.png'></span><span class=""surl-text"">哪吒之魔童闹海</span></a>  萌萌🥺 ",哪吒之魔童闹海  萌萌🥺 
0,0,0,昆明,半死死刑,"哎哟我草还好魔童1我初二魔童2我大薛<span class=""url-icon""><img alt=[笑哈哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiaohaha-56dbc288a5.png"" style=""width:1em; height:1em;"" /></span>一篇作文都不用写 ",哎哟我草还好魔童1我初二魔童2我大薛一篇作文都不用写 
0,0,0,晋城,谈经说纬,"外国网友评哪吒2破百亿票房，进入全球影史前十。  …<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%93%AA%E5%90%922%E5%85%A8%E7%90%83%E5%BD%B1%E5%8F%B2%E7%A5%A8%E6%88%BF%E7%AC%AC10%23&extparam=%23%E5%93%AA%E5%90%922%E5%85%A8%E7%90%83%E5%BD%B1%E5%8F%B2%E7%A5%A8%E6%88%BF%E7%AC%AC10%23"" data-hide=""""><span class=""surl-text"">#哪吒2全球影史票房第10#</span></a> <a  href=""https://video.weibo.com/show?fid=1034:5135063814438923"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">张逸轩同学的微博视频</span></a> ",外国网友评哪吒2破百亿票房，进入全球影史前十。  …#哪吒2全球影史票房第10# 张逸轩同学的微博视频 
0,0,0,未知,Sayesso,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%93%AA%E5%90%922%E5%85%A8%E7%90%83%E5%BD%B1%E5%8F%B2%E7%A5%A8%E6%88%BF%E7%AC%AC10%23&extparam=%23%E5%93%AA%E5%90%922%E5%85%A8%E7%90%83%E5%BD%B1%E5%8F%B2%E7%A5%A8%E6%88%BF%E7%AC%AC10%23"" data-hide=""""><span class=""surl-text"">#哪吒2全球影史票房第10#</span></a>太棒了吒儿 好厉害呀 ",#哪吒2全球影史票房第10#太棒了吒儿 好厉害呀 
2,2,0,苏州,bb快桃鸭·,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%93%AA%E5%90%922%E5%85%A8%E7%90%83%E5%BD%B1%E5%8F%B2%E7%A5%A8%E6%88%BF%E7%AC%AC10%23&extparam=%23%E5%93%AA%E5%90%922%E5%85%A8%E7%90%83%E5%BD%B1%E5%8F%B2%E7%A5%A8%E6%88%BF%E7%AC%AC10%23"" data-hide=""""><span class=""surl-text"">#哪吒2全球影史票房第10#</span></a> 哇塞可以可以呀，这小哪吒可太好看了 ",#哪吒2全球影史票房第10# 哇塞可以可以呀，这小哪吒可太好看了 
0,0,0,台州,KUKI-雪知菱香思,"<a  href=""https://m.weibo.cn/p/index?extparam=%E5%93%AA%E5%90%92%E4%B9%8B%E9%AD%94%E7%AB%A5%E9%97%B9%E6%B5%B7&containerid=100808d4471af8bc6e33f41fa5086c23a9f9df"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://n.sinaimg.cn/photo/5213b46e/20180926/timeline_card_small_super_default.png'></span><span class=""surl-text"">哪吒之魔童闹海</span></a> 收饼饼的任何东西 ",哪吒之魔童闹海 收饼饼的任何东西 
